,precision,recall,f1-score,support
0.0,0.9122807017543859,0.9230769230769231,0.9176470588235294,338.0
1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,468.0
2.0,0.9214285714285714,0.8937644341801386,0.9073856975381007,433.0
3.0,0.9588688946015425,0.9419191919191919,0.9503184713375796,396.0
4.0,0.8449781659388647,0.8638392857142857,0.8543046357615894,448.0
5.0,0.8759305210918115,0.8609756097560975,0.8683886838868389,410.0
6.0,0.9152046783625731,0.9513677811550152,0.9329359165424739,329.0
accuracy,0.9004252303330971,0.9004252303330971,0.9004252303330971,0.9004252303330971
macro avg,0.9025114888666625,0.9034045878129344,0.9028384789684286,2822.0
weighted avg,0.9007177895298741,0.9004252303330971,0.900458037322219,2822.0
