,precision,recall,f1-score,support
0.0,0.9824561403508771,0.9655172413793104,0.9739130434782608,116.0
1.0,0.970873786407767,0.9803921568627451,0.975609756097561,102.0
2.0,0.925,0.9736842105263158,0.9487179487179489,76.0
3.0,0.9722222222222222,0.9905660377358491,0.9813084112149533,106.0
4.0,1.0,0.927710843373494,0.9625,83.0
5.0,0.9920634920634921,1.0,0.9960159362549801,125.0
6.0,1.0,1.0,1.0,148.0
accuracy,0.9801587301587301,0.9801587301587301,0.9801587301587301,0.9801587301587301
macro avg,0.9775165201491941,0.976838641411102,0.9768664422519577,756.0
weighted avg,0.9806316541769656,0.9801587301587301,0.9801545712812846,756.0
