,precision,recall,f1-score,support
0.0,0.9314285714285714,0.9819277108433735,0.9560117302052786,166.0
1.0,0.9144736842105263,0.8910256410256411,0.9025974025974026,156.0
2.0,0.9852941176470589,0.9925925925925926,0.988929889298893,135.0
3.0,0.9025974025974026,0.9266666666666666,0.9144736842105262,300.0
4.0,0.9494949494949495,0.9306930693069307,0.9400000000000001,202.0
5.0,0.9299363057324841,0.9012345679012346,0.9153605015673981,162.0
6.0,0.935672514619883,0.9090909090909091,0.9221902017291066,176.0
accuracy,0.9313801079414032,0.9313801079414032,0.9313801079414032,0.9313801079414032
macro avg,0.935556792247268,0.9333187367753356,0.9342233442298007,1297.0
weighted avg,0.9315304457635314,0.9313801079414032,0.9312449183469704,1297.0
