,precision,recall,f1-score,support
0.0,0.9233333333333333,0.9212860310421286,0.9223085460599333,902.0
1.0,0.919661733615222,0.9344790547798066,0.9270111880660629,931.0
2.0,0.976536312849162,0.9721913236929922,0.9743589743589743,899.0
3.0,0.9200841219768665,0.9439050701186623,0.9318423855165069,927.0
4.0,0.8757894736842106,0.8984881209503239,0.8869936034115138,926.0
5.0,0.9327453142227122,0.9067524115755627,0.9195652173913043,933.0
6.0,0.9080459770114943,0.876803551609323,0.8921513269339357,901.0
accuracy,0.9219504595731423,0.9219504595731423,0.9219504595731423,0.9219504595731423
macro avg,0.9223137523847145,0.9219865091098285,0.9220330345340331,6419.0
weighted avg,0.9221463971140544,0.9219504595731423,0.9219310023540597,6419.0
