,precision,recall,f1-score,support
0.0,0.9419889502762431,0.9912790697674418,0.9660056657223796,1376.0
1.0,0.8676671214188267,0.9092208720514653,0.887958115183246,1399.0
2.0,0.8265940902021773,0.7714078374455733,0.798048048048048,1378.0
3.0,0.967122275581825,0.937007874015748,0.9518269405562625,2794.0
4.0,0.9163916391639164,0.9008651766402307,0.9085620796218868,2774.0
5.0,0.8092691622103387,0.8373293987458502,0.8230601885424219,2711.0
6.0,0.9239681390296887,0.9300291545189504,0.9269887395568471,1372.0
7.0,0.8461538461538461,0.8608695652173913,0.8534482758620691,1380.0
8.0,0.7747005988023952,0.7521802325581395,0.7632743362831859,1376.0
accuracy,0.8807367149758454,0.8807367149758454,0.8807367149758454,0.8807367149758454
macro avg,0.8748728692043619,0.8766876867734212,0.8754635988195942,16560.0
weighted avg,0.8809536906343802,0.8807367149758454,0.8805623139732304,16560.0
