,precision,recall,f1-score,support
0.0,0.15315315315315314,0.17708333333333334,0.16425120772946858,96.0
1.0,0.23484848484848486,0.2605042016806723,0.24701195219123506,119.0
2.0,0.13043478260869565,0.22727272727272727,0.16574585635359115,66.0
3.0,0.17094017094017094,0.1941747572815534,0.18181818181818185,103.0
4.0,0.21875,0.19626168224299065,0.20689655172413793,107.0
5.0,0.22058823529411764,0.10638297872340426,0.14354066985645933,141.0
6.0,0.28205128205128205,0.2661290322580645,0.27385892116182575,124.0
accuracy,0.20105820105820105,0.20105820105820105,0.20105820105820105,0.20105820105820105
macro avg,0.20153801555655773,0.20397267325610652,0.19758904869069996,756.0
weighted avg,0.20945602620306014,0.20105820105820105,0.19995331905781166,756.0
