,precision,recall,f1-score,support
0.0,0.22857142857142856,0.23529411764705882,0.23188405797101447,102.0
1.0,0.14705882352941177,0.16,0.1532567049808429,125.0
2.0,0.2958579881656805,0.2840909090909091,0.2898550724637681,176.0
3.0,0.21379310344827587,0.24031007751937986,0.22627737226277375,129.0
4.0,0.16901408450704225,0.1951219512195122,0.1811320754716981,123.0
5.0,0.20279720279720279,0.18238993710691823,0.1920529801324503,159.0
6.0,0.2357142857142857,0.19879518072289157,0.21568627450980393,166.0
accuracy,0.2153061224489796,0.2153061224489796,0.2153061224489796,0.2153061224489796
macro avg,0.2132581309619039,0.2137145961866671,0.21287779111319313,980.0
weighted avg,0.21786634080116574,0.2153061224489796,0.21595216990191404,980.0
