,precision,recall,f1-score,support
0.0,0.7841472045293701,0.8028985507246377,0.7934121016827784,1380.0
1.0,0.5031446540880503,0.4057971014492754,0.4492579221821099,1380.0
2.0,0.28361344537815125,0.29347826086956524,0.28846153846153844,1380.0
3.0,0.6482452601855587,0.5822463768115942,0.6134758541706432,2760.0
4.0,0.43620071684587813,0.4409420289855073,0.4385585585585586,2760.0
5.0,0.4065968918490327,0.4644927536231884,0.4336208354473195,2760.0
6.0,0.4787234042553192,0.6195652173913043,0.540113708149084,1380.0
7.0,0.4018595041322314,0.2818840579710145,0.33134582623509373,1380.0
8.0,0.24685314685314685,0.25579710144927537,0.2512455516014235,1380.0
accuracy,0.46956521739130436,0.46956521739130436,0.46956521739130436,0.46956521739130436
macro avg,0.46548713645741535,0.46078904991948466,0.45994354405428317,16560.0
weighted avg,0.4733689247497673,0.46956521739130436,0.4687622620554225,16560.0
