,precision,recall,f1-score,support
0.0,0.9818181818181818,0.9642857142857143,0.972972972972973,280.0
1.0,0.9831081081081081,0.9965753424657534,0.989795918367347,292.0
2.0,0.9907120743034056,0.975609756097561,0.9831029185867896,328.0
3.0,0.9691119691119691,0.9920948616600791,0.98046875,253.0
4.0,0.9880478087649402,0.9841269841269841,0.9860834990059641,252.0
5.0,0.986013986013986,0.9657534246575342,0.9757785467128028,292.0
6.0,0.9611940298507463,0.9817073170731707,0.971342383107089,328.0
accuracy,0.9797530864197531,0.9797530864197531,0.9797530864197531,0.9797530864197531
macro avg,0.980000879710191,0.9800219143381138,0.9799349983932809,2025.0
weighted avg,0.9798969484194555,0.9797530864197531,0.9797480842918179,2025.0
