,precision,recall,f1-score,support
0.0,0.23799582463465555,0.21755725190839695,0.22731804586241278,1048.0
1.0,0.3979183346677342,0.47423664122137404,0.4327383543752721,1048.0
2.0,0.6888472352389878,0.7013358778625954,0.6950354609929079,1048.0
3.0,0.376425855513308,0.2833969465648855,0.32335329341317365,1048.0
4.0,0.40676117775354415,0.35591603053435117,0.3796437659033079,1048.0
5.0,0.2660393498716852,0.2967557251908397,0.2805593143888137,1048.0
6.0,0.38331929233361417,0.43416030534351147,0.4071588366890381,1048.0
accuracy,0.39476553980370777,0.39476553980370777,0.39476553980370777,0.39476553980370777
macro avg,0.3939010100019327,0.3947655398037079,0.3922581530892752,7336.0
weighted avg,0.3939010100019327,0.39476553980370777,0.39225815308927514,7336.0
