,precision,recall,f1-score,support
0.0,0.4888888888888889,0.5260869565217391,0.506806282722513,460.0
1.0,0.44047619047619047,0.561822125813449,0.4938036224976168,461.0
2.0,0.6181506849315068,0.5224312590448625,0.5662745098039216,691.0
3.0,0.8181818181818182,0.6442516268980477,0.7208737864077671,461.0
4.0,0.5558252427184466,0.4967462039045553,0.5246277205040092,461.0
5.0,0.4466750313676286,0.5151953690303908,0.47849462365591394,691.0
6.0,0.7134416543574594,0.6989869753979739,0.7061403508771931,691.0
accuracy,0.5686925434116445,0.5686925434116445,0.5686925434116445,0.5686925434116445
macro avg,0.5830913587031342,0.5665029309444313,0.5710029852098478,3916.0
weighted avg,0.5848182892995765,0.5686925434116445,0.5732454056146509,3916.0
