,precision,recall,f1-score,support
0.0,0.8611898016997167,0.7037037037037037,0.7745222929936305,432.0
1.0,0.773955773955774,0.7816377171215881,0.7777777777777778,403.0
2.0,0.7090909090909091,0.6023166023166023,0.651356993736952,259.0
3.0,0.7725694444444444,0.96529284164859,0.8582449373191898,461.0
4.0,0.8928571428571429,0.8021390374331551,0.8450704225352113,374.0
5.0,0.79,0.9132947976878613,0.8471849865951743,519.0
6.0,0.9266917293233082,0.8559027777777778,0.8898916967509025,576.0
accuracy,0.8224206349206349,0.8224206349206349,0.8224206349206349,0.8224206349206349
macro avg,0.8180506859101851,0.803469639669897,0.8062927296726912,3024.0
weighted avg,0.8272024596893802,0.8224206349206349,0.8203417380619359,3024.0
