,precision,recall,f1-score,support
0.0,0.1839080459770115,0.13793103448275862,0.15763546798029557,116.0
1.0,0.22115384615384615,0.22549019607843138,0.22330097087378642,102.0
2.0,0.11578947368421053,0.14473684210526316,0.1286549707602339,76.0
3.0,0.16783216783216784,0.22641509433962265,0.19277108433734938,106.0
4.0,0.21568627450980393,0.26506024096385544,0.23783783783783785,83.0
5.0,0.22413793103448276,0.208,0.21576763485477177,125.0
6.0,0.30275229357798167,0.22297297297297297,0.2568093385214008,148.0
accuracy,0.20502645502645503,0.20502645502645503,0.20502645502645503,0.20502645502645503
macro avg,0.20446571896707202,0.2043723401347006,0.2018253293093822,756.0
weighted avg,0.21323780032328146,0.20502645502645503,0.2063402156493805,756.0
