,precision,recall,f1-score,support
0.0,0.12871287128712872,0.18950437317784258,0.15330188679245282,343.0
1.0,0.13125,0.16981132075471697,0.14806110458284372,371.0
2.0,0.12,0.1941747572815534,0.1483312731767614,309.0
3.0,0.2982832618025751,0.20381231671554254,0.2421602787456446,682.0
4.0,0.24166666666666667,0.13122171945701358,0.17008797653958943,663.0
5.0,0.2567237163814181,0.15441176470588236,0.1928374655647383,680.0
6.0,0.1568627450980392,0.17297297297297298,0.16452442159383035,370.0
7.0,0.1484375,0.19638242894056848,0.16907675194660737,387.0
8.0,0.106,0.1582089552238806,0.12694610778443113,335.0
accuracy,0.17198067632850242,0.17198067632850242,0.17198067632850242,0.17198067632850242
macro avg,0.176437417915092,0.1745000676922193,0.16836969630298879,4140.0
weighted avg,0.1978606533155749,0.17198067632850242,0.17662617889294777,4140.0
