,precision,recall,f1-score,support
0.0,0.16129032258064516,0.18691588785046728,0.17316017316017315,107.0
1.0,0.2222222222222222,0.2153846153846154,0.21875000000000003,130.0
2.0,0.32450331125827814,0.2737430167597765,0.29696969696969694,179.0
3.0,0.24358974358974358,0.3064516129032258,0.2714285714285714,124.0
4.0,0.11956521739130435,0.21568627450980393,0.15384615384615385,102.0
5.0,0.23300970873786409,0.147239263803681,0.18045112781954886,163.0
6.0,0.27205882352941174,0.21142857142857144,0.23794212218649516,175.0
accuracy,0.22244897959183674,0.22244897959183674,0.22244897959183674,0.22244897959183674
macro avg,0.22517704990135273,0.2224070346628774,0.21893540648723422,980.0
weighted avg,0.2369639827971529,0.22244897959183674,0.22502660209427344,980.0
