,precision,recall,f1-score,support
0.0,0.14220183486238533,0.17415730337078653,0.15656565656565657,178.0
1.0,0.14619883040935672,0.14792899408284024,0.14705882352941174,169.0
2.0,0.14615384615384616,0.31932773109243695,0.20052770448548812,119.0
3.0,0.24561403508771928,0.15384615384615385,0.1891891891891892,273.0
4.0,0.21164021164021163,0.20304568527918782,0.2072538860103627,197.0
5.0,0.13333333333333333,0.11173184357541899,0.121580547112462,179.0
6.0,0.2318840579710145,0.17582417582417584,0.19999999999999998,182.0
accuracy,0.17579028527370855,0.17579028527370855,0.17579028527370855,0.17579028527370855
macro avg,0.17957516420826672,0.18369455529585715,0.17459654384179576,1297.0
weighted avg,0.1867595644768342,0.17579028527370855,0.17519275790651606,1297.0
