,precision,recall,f1-score,support
0.0,0.9005847953216374,0.9447852760736196,0.9221556886227544,163.0
1.0,0.8707865168539326,0.9451219512195121,0.9064327485380117,164.0
2.0,0.9626865671641791,0.9626865671641791,0.9626865671641791,134.0
3.0,0.93359375,0.8628158844765343,0.8968105065666042,277.0
4.0,0.921875,0.917098445595855,0.9194805194805195,193.0
5.0,0.9025641025641026,0.9025641025641026,0.9025641025641027,195.0
6.0,0.9298245614035088,0.9298245614035088,0.9298245614035088,171.0
accuracy,0.9167309175019275,0.9167309175019275,0.9167309175019275,0.9167309175019275
macro avg,0.9174164704724801,0.9235566840710445,0.9199935277628114,1297.0
weighted avg,0.9176034341954293,0.9167309175019275,0.9166095594328701,1297.0
