,precision,recall,f1-score,support
0.0,0.7424483306836248,0.5417633410672854,0.6264252179745138,862.0
1.0,0.5745033112582781,0.4020857473928158,0.4730743012951602,863.0
2.0,0.11074918566775244,0.07888631090487239,0.09214092140921408,862.0
3.0,0.8390596745027125,0.5379710144927536,0.6555987283645355,1725.0
4.0,0.6015180265654649,0.735072463768116,0.6616227498043308,1725.0
5.0,0.37182852143482065,0.4927536231884058,0.42383445524806784,1725.0
6.0,0.5371342835708928,0.8296639629200464,0.6520947176684883,863.0
7.0,0.48372093023255813,0.48259860788863107,0.48315911730545874,862.0
8.0,0.1,0.09385863267670916,0.0968320382546324,863.0
accuracy,0.49671497584541063,0.49671497584541063,0.49671497584541063,0.49671497584541063
macro avg,0.4845513626573449,0.46607263381107067,0.46275358303604464,10350.0
weighted avg,0.5144413216531979,0.49671497584541063,0.4921541612357166,10350.0
