,precision,recall,f1-score,support
0.0,0.9824561403508771,0.9655172413793104,0.9739130434782608,116.0
1.0,0.8932038834951457,0.9019607843137255,0.8975609756097561,102.0
2.0,0.9135802469135802,0.9736842105263158,0.9426751592356688,76.0
3.0,0.9369369369369369,0.9811320754716981,0.9585253456221199,106.0
4.0,0.975609756097561,0.963855421686747,0.9696969696969697,83.0
5.0,0.9669421487603306,0.936,0.9512195121951219,125.0
6.0,0.9791666666666666,0.9527027027027027,0.9657534246575342,148.0
accuracy,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523
macro avg,0.9496993970315855,0.9535503480115001,0.9513349186422045,756.0
weighted avg,0.9531470469520629,0.9523809523809523,0.9525012244075167,756.0
