,precision,recall,f1-score,support
0.0,0.9572192513368984,1.0,0.9781420765027322,179.0
1.0,0.9881656804733728,0.9940476190476191,0.9910979228486648,168.0
2.0,0.9715909090909091,0.9715909090909091,0.9715909090909091,176.0
3.0,0.994269340974212,0.9747191011235955,0.9843971631205674,356.0
4.0,0.9853801169590644,0.9911764705882353,0.9882697947214076,340.0
5.0,0.9650793650793651,0.9440993788819876,0.9544740973312401,322.0
6.0,0.9827586206896551,0.9884393063583815,0.9855907780979827,173.0
7.0,0.989010989010989,0.9836065573770492,0.9863013698630136,183.0
8.0,0.9545454545454546,0.9710982658959537,0.9627507163323782,173.0
accuracy,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9777777777777777
macro avg,0.9764466364622135,0.9798641787070813,0.9780683142120995,2070.0
weighted avg,0.9778943850347698,0.9777777777777777,0.9777516384400041,2070.0
