,precision,recall,f1-score,support
0.0,0.968,0.9758064516129032,0.9718875502008033,124.0
1.0,0.993103448275862,0.972972972972973,0.9829351535836178,148.0
2.0,0.975,0.9915254237288136,0.9831932773109243,118.0
3.0,0.9457364341085271,0.9838709677419355,0.9644268774703558,124.0
4.0,0.9626865671641791,0.9626865671641791,0.9626865671641791,134.0
5.0,0.9841269841269841,0.9538461538461539,0.96875,130.0
6.0,0.9855072463768116,0.9784172661870504,0.9819494584837546,139.0
accuracy,0.9738276990185387,0.9738276990185387,0.9738276990185387,0.9738276990185387
macro avg,0.9734515257217663,0.974160829036287,0.9736898406019477,917.0
weighted avg,0.9741053907929876,0.9738276990185387,0.9738524244422356,917.0
