,precision,recall,f1-score,support
0.0,0.9833333333333333,1.0,0.9915966386554621,59.0
1.0,0.9591836734693877,1.0,0.9791666666666666,47.0
2.0,0.96875,1.0,0.9841269841269841,31.0
3.0,1.0,0.9615384615384616,0.9803921568627451,52.0
4.0,1.0,1.0,1.0,42.0
5.0,0.9746835443037974,0.9746835443037974,0.9746835443037974,79.0
6.0,1.0,0.9705882352941176,0.9850746268656716,68.0
accuracy,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841
macro avg,0.9837072215866455,0.9866871773051967,0.9850058024973324,378.0
weighted avg,0.9844697071950472,0.9841269841269841,0.9841228526605038,378.0
