,precision,recall,f1-score,support
0.0,0.44039735099337746,0.3537234042553192,0.392330383480826,752.0
1.0,0.7124183006535948,0.9045643153526971,0.7970749542961609,723.0
2.0,0.6730158730158731,0.5234567901234568,0.5888888888888889,810.0
3.0,0.4895833333333333,0.3871499176276771,0.4323827046918123,607.0
4.0,0.5352941176470588,0.7142857142857143,0.6119704102219233,637.0
5.0,0.4124748490945674,0.2835408022130014,0.3360655737704918,723.0
6.0,0.492151431209603,0.6580246913580247,0.5631273111463285,810.0
accuracy,0.5476096404583168,0.5476096404583168,0.5476096404583168,0.5476096404583168
macro avg,0.536476465135344,0.5463922336022701,0.5316914609280616,5062.0
weighted avg,0.5386055922386579,0.5476096404583168,0.5333282546933212,5062.0
