,precision,recall,f1-score,support
0.0,0.9129213483146067,0.9878419452887538,0.948905109489051,329.0
1.0,0.8538681948424068,0.8662790697674418,0.86002886002886,344.0
2.0,0.9450980392156862,0.9216061185468452,0.9332042594385286,523.0
3.0,0.9885714285714285,0.9505494505494505,0.9691876750700279,364.0
4.0,0.8996865203761756,0.8885448916408669,0.8940809968847353,323.0
5.0,0.8948374760994264,0.8715083798882681,0.8830188679245283,537.0
6.0,0.9303201506591338,0.9536679536679536,0.9418493803622499,518.0
accuracy,0.9189925119128659,0.9189925119128659,0.9189925119128659,0.9189925119128659
macro avg,0.9179004511541234,0.91999968704994,0.9186107355997116,2938.0
weighted avg,0.9194146922802673,0.9189925119128659,0.918903037229596,2938.0
