,precision,recall,f1-score,support
0.0,0.9737991266375546,0.9791437980241493,0.9764641488779421,911.0
1.0,0.9875,0.9931428571428571,0.9903133903133903,875.0
2.0,0.9759162303664921,0.9708333333333333,0.9733681462140992,960.0
3.0,0.9611260053619303,0.9903314917127072,0.9755102040816326,724.0
4.0,0.9662337662337662,0.9789473684210527,0.9725490196078431,760.0
5.0,0.9831932773109243,0.9556592765460911,0.9692307692307692,857.0
6.0,0.9723076923076923,0.9595141700404858,0.9658685685175752,988.0
accuracy,0.9746502057613169,0.9746502057613169,0.9746502057613169,0.9746502057613169
macro avg,0.9742965854597657,0.9753674707458109,0.9747577495490359,6075.0
weighted avg,0.9747329406409558,0.9746502057613169,0.9746225570536219,6075.0
