,precision,recall,f1-score,support
0.0,0.8306451612903226,0.9626168224299065,0.8917748917748919,107.0
1.0,0.9692307692307692,0.9692307692307692,0.9692307692307692,130.0
2.0,0.9457831325301205,0.8770949720670391,0.9101449275362319,179.0
3.0,0.9919354838709677,0.9919354838709677,0.9919354838709677,124.0
4.0,0.98,0.9607843137254902,0.9702970297029702,102.0
5.0,0.9875,0.9693251533742331,0.978328173374613,163.0
6.0,0.9545454545454546,0.96,0.9572649572649573,175.0
accuracy,0.9520408163265306,0.9520408163265306,0.9520408163265306,0.9520408163265306
macro avg,0.9513771430668049,0.9558553592426294,0.9527108903936288,980.0
weighted avg,0.954226701557562,0.9520408163265306,0.95234184924493,980.0
