,precision,recall,f1-score,support
0.0,0.8793103448275862,0.8528428093645485,0.865874363327674,299.0
1.0,0.8625429553264605,0.8932384341637011,0.8776223776223776,281.0
2.0,0.9090909090909091,0.9202453987730062,0.9146341463414633,326.0
3.0,0.9246031746031746,0.9031007751937985,0.9137254901960784,258.0
4.0,0.9011406844106464,0.9186046511627907,0.90978886756238,258.0
5.0,0.8525179856115108,0.8525179856115108,0.8525179856115108,278.0
6.0,0.881619937694704,0.8707692307692307,0.8761609907120742,325.0
accuracy,0.8869135802469136,0.8869135802469136,0.8869135802469136,0.8869135802469136
macro avg,0.8872608559378559,0.8873313264340837,0.887189174481937,2025.0
weighted avg,0.887022417427242,0.8869135802469136,0.8868632497468079,2025.0
