,precision,recall,f1-score,support
0.0,0.5834932821497121,0.8862973760932945,0.7037037037037037,343.0
1.0,0.8487179487179487,0.8921832884097035,0.8699080157687253,371.0
2.0,0.8611111111111112,0.9029126213592233,0.8815165876777251,309.0
3.0,0.9143389199255121,0.7199413489736071,0.8055783429040196,682.0
4.0,0.9208074534161491,0.8944193061840121,0.9074215761285387,663.0
5.0,0.9199395770392749,0.8955882352941177,0.9076005961251863,680.0
6.0,0.851123595505618,0.8189189189189189,0.834710743801653,370.0
7.0,0.931758530183727,0.917312661498708,0.9244791666666666,387.0
8.0,0.8861538461538462,0.8597014925373134,0.8727272727272727,335.0
accuracy,0.8582125603864734,0.8582125603864734,0.8582125603864734,0.8582125603864734
macro avg,0.8574938071336553,0.8652528054743222,0.8564051117226101,4140.0
weighted avg,0.8727287694337139,0.8582125603864734,0.860789434560899,4140.0
