,precision,recall,f1-score,support
0.0,0.8365853658536585,0.7939814814814815,0.8147268408551068,432.0
1.0,0.8642659279778393,0.7722772277227723,0.815686274509804,404.0
2.0,0.8744939271255061,0.833976833976834,0.8537549407114625,259.0
3.0,0.8729166666666667,0.9088937093275488,0.8905419766206164,461.0
4.0,0.8312342569269522,0.8823529411764706,0.8560311284046693,374.0
5.0,0.8178506375227687,0.8667953667953668,0.8416119962511716,518.0
6.0,0.8741379310344828,0.8802083333333334,0.8771626297577856,576.0
accuracy,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8518518518518519
macro avg,0.8530692447296964,0.8483551276876868,0.8499308267300879,3024.0
weighted avg,0.8523506990787048,0.8518518518518519,0.8513617598676182,3024.0
