,precision,recall,f1-score,support
0.0,0.40308370044052866,0.3969631236442516,0.4000000000000001,461.0
1.0,0.42857142857142855,0.3579175704989154,0.3900709219858156,461.0
2.0,0.53737658674189,0.5513748191027497,0.5442857142857144,691.0
3.0,0.9254807692307693,0.8351409978308026,0.8779931584948689,461.0
4.0,0.6,0.6052060737527115,0.6025917926565875,461.0
5.0,0.537463976945245,0.5397973950795948,0.5386281588447653,691.0
6.0,0.743073047858942,0.85383502170767,0.7946127946127947,691.0
accuracy,0.6014807250446771,0.6014807250446771,0.6014807250446771,0.6014807250446771
macro avg,0.5964356442555434,0.5914621430880993,0.5925975058400781,3917.0
weighted avg,0.5981153828614337,0.6014807250446771,0.5984537362590975,3917.0
