,precision,recall,f1-score,support
0.0,0.9464285714285714,0.9867021276595744,0.9661458333333333,376.0
1.0,0.9436619718309859,0.9654178674351584,0.9544159544159543,347.0
2.0,0.9342105263157895,0.9342105263157895,0.9342105263157895,228.0
3.0,0.974293059125964,0.9546599496221663,0.9643765903307888,397.0
4.0,0.9815384615384616,0.9876160990712074,0.9845679012345678,323.0
5.0,0.9767441860465116,0.9604989604989606,0.9685534591194968,481.0
6.0,0.987603305785124,0.9676113360323887,0.9775051124744376,494.0
accuracy,0.9663643235071806,0.9663643235071806,0.9663643235071806,0.9663643235071806
macro avg,0.9634971545816297,0.9652452666621779,0.9642536253177669,2646.0
weighted avg,0.9666776648445385,0.9663643235071806,0.96639752357317,2646.0
