,precision,recall,f1-score,support
0.0,0.7274939172749392,0.8717201166180758,0.793103448275862,343.0
1.0,0.8303341902313625,0.8706199460916442,0.8500000000000001,371.0
2.0,0.796969696969697,0.8511326860841424,0.8231611893583725,309.0
3.0,0.9059967585089141,0.8196480938416423,0.8606620477290224,682.0
4.0,0.9077429983525536,0.8310708898944194,0.8677165354330709,663.0
5.0,0.917981072555205,0.8558823529411764,0.8858447488584474,680.0
6.0,0.785,0.8486486486486486,0.8155844155844156,370.0
7.0,0.7815533980582524,0.8320413436692506,0.8060075093867335,387.0
8.0,0.888235294117647,0.9014925373134328,0.8948148148148147,335.0
accuracy,0.8490338164251208,0.8490338164251208,0.8490338164251208,0.8490338164251208
macro avg,0.8379230362298412,0.8535840683447148,0.8440994121600822,4140.0
weighted avg,0.8546542390558196,0.8490338164251208,0.8502022709901651,4140.0
