,precision,recall,f1-score,support
0.0,0.9416058394160584,0.9555555555555556,0.948529411764706,270.0
1.0,0.9227642276422764,0.934156378600823,0.9284253578732107,243.0
2.0,0.9653846153846154,0.9691119691119691,0.9672447013487475,259.0
3.0,0.8973384030418251,0.9254901960784314,0.9111969111969113,255.0
4.0,0.9486166007905138,0.9125475285171103,0.9302325581395348,263.0
5.0,0.9591078066914498,0.9280575539568345,0.943327239488117,278.0
6.0,0.9256505576208178,0.9360902255639098,0.9308411214953272,266.0
accuracy,0.9372955288985824,0.9372955288985824,0.9372955288985824,0.9372955288985824
macro avg,0.9372097215125083,0.9372870581978049,0.9371139001866506,1834.0
weighted avg,0.9376566939558101,0.9372955288985824,0.9373401127755453,1834.0
