,precision,recall,f1-score,support
0.0,0.9672131147540983,0.9833333333333333,0.9752066115702478,60.0
1.0,0.9152542372881356,0.9642857142857143,0.9391304347826087,56.0
2.0,0.9680851063829787,0.9891304347826086,0.9784946236559139,92.0
3.0,0.9827586206896551,1.0,0.9913043478260869,57.0
4.0,0.9272727272727272,0.9622641509433962,0.9444444444444444,53.0
5.0,0.9882352941176471,0.9230769230769231,0.9545454545454546,91.0
6.0,0.9871794871794872,0.9506172839506173,0.9685534591194969,81.0
accuracy,0.9653061224489796,0.9653061224489796,0.9653061224489796,0.9653061224489796
macro avg,0.9622855125263899,0.967529691481799,0.9645256251348934,490.0
weighted avg,0.9661316328808669,0.9653061224489796,0.965309339494578,490.0
