,precision,recall,f1-score,support
0.0,0.9735973597359736,0.9866220735785953,0.9800664451827242,299.0
1.0,0.9929078014184397,0.99644128113879,0.9946714031971581,281.0
2.0,0.9847560975609756,0.99079754601227,0.9877675840978594,326.0
3.0,0.9921259842519685,0.9767441860465116,0.9843749999999999,258.0
4.0,1.0,0.9767441860465116,0.988235294117647,258.0
5.0,0.9716312056737588,0.9856115107913669,0.9785714285714285,278.0
6.0,0.9907407407407407,0.9876923076923076,0.9892141756548536,325.0
accuracy,0.9861728395061728,0.9861728395061728,0.9861728395061728,0.9861728395061728
macro avg,0.986537027054551,0.9858075844723361,0.9861287615459531,2025.0
weighted avg,0.9862794619355897,0.9861728395061728,0.9861855229318399,2025.0
