,precision,recall,f1-score,support
0.0,0.9521158129175946,0.9354485776805251,0.9437086092715231,914.0
1.0,0.9592760180995475,0.9894982497082847,0.974152785755313,857.0
2.0,0.94240317775571,0.9566532258064516,0.9494747373686843,992.0
3.0,0.9730094466936572,0.952443857331572,0.9626168224299066,757.0
4.0,0.9655172413793104,0.9706666666666667,0.9680851063829788,750.0
5.0,0.9378048780487804,0.9143876337693222,0.9259482239614689,841.0
6.0,0.9588053553038105,0.9657676348547718,0.9622739018087856,964.0
accuracy,0.9548971193415637,0.9548971193415637,0.9548971193415637,0.9548971193415637
macro avg,0.9555617043140587,0.9549808351167991,0.9551800267112371,6075.0
weighted avg,0.9548783045243023,0.9548971193415637,0.9547978284441396,6075.0
